NroCheque,CodigoBanco,CodigoScurusal,NumeroCuentaOrigen,NumeroCuentaDestino,Valor,FechaOrigen,FechaPago,DNI,Estado,Tipo
PMXFGBHG74B,88,103,UIMC39800684477276,FZZS48116218326993,281.82,1651113426.828023,1657507026.828033,888-70-3902,pendiente,depositado
FUIVGBNL6K0,88,103,UIMC39800684477276,NPLV90177078667181,49.34,1651545426.82894,1657334226.828954,888-70-3902,pendiente,depositado
VCDQGB3LGLC,88,103,UIMC39800684477276,UGAK30017997377249,566.99,1653705426.82911,1657420626.829115,888-70-3902,pendiente,depositado
HIRVGBGQEC6,88,103,UIMC39800684477276,YCDG49292014053985,576.57,1651977426.829229,1658371026.829237,888-70-3902,pendiente,emitido
XVAUGBJ6HVT,88,103,UIMC39800684477276,WOSO93291650270913,545.92,1650508626.829322,1657334226.829327,888-70-3902,rechazado,depositado
FUYCGBA2N0L,88,103,UIMC39800684477276,YGSU37659484710876,464.63,1653014226.8294,1657507026.829405,888-70-3902,pendiente,depositado
PRVLGBLJQ5A,88,103,UIMC39800684477276,RXLT17176100456018,875.17,1650681426.829474,1658630226.829478,888-70-3902,rechazado,emitido
YXXHGB444DI,88,103,UIMC39800684477276,RRBJ56993649265048,223.18,1650335826.829547,1658457426.829551,888-70-3902,pendiente,depositado
NCXVGBHTYD9,88,103,UIMC39800684477276,NWVT26264785818004,499.16,1653446226.829622,1658457426.829626,888-70-3902,aprobado,emitido
HBFJGBORCSK,88,103,UIMC39800684477276,CLHY84244907813732,812.91,1650595026.829797,1657593426.829803,888-70-3902,pendiente,depositado
NTGFGBHULU2,88,103,DASF96102409284188,IBTB58660302881642,661.26,1650681426.829875,1658889426.82988,888-70-3902,rechazado,depositado
PLBUGB1WJ8A,88,103,DASF96102409284188,APRL91842756149124,998.77,1653619026.829992,1657939026.829996,888-70-3902,pendiente,emitido
XAKXGBTABM6,88,103,DASF96102409284188,OZQL53300697691825,543.59,1652323026.830067,1658803026.830072,888-70-3902,aprobado,depositado
VCEWGBQUX64,88,103,DASF96102409284188,UPRO38704087821111,203.89,1650422226.830141,1658716626.830145,888-70-3902,rechazado,emitido
RNPNGB9M3Z8,88,103,DASF96102409284188,ECKD66672526425127,317.95,1652927826.830264,1658889426.830274,888-70-3902,rechazado,emitido
RMRRGB29P7U,88,103,DASF96102409284188,SMVC65802011063877,224.5,1650681426.830371,1658975826.830379,888-70-3902,aprobado,depositado
PPRPGBPFH7U,88,103,DASF96102409284188,WZRP12017288299418,827.07,1650508626.830554,1657593426.830564,888-70-3902,pendiente,depositado
GTWLGBAKPF8,88,103,DASF96102409284188,GDQO33548133835411,466.78,1650940626.830701,1657247826.830709,888-70-3902,aprobado,emitido
KGYYGBGL8ZD,91,265,YYBC56840050258758,KFGF56691590306364,60.31,1653187026.831723,1658198226.831736,826-07-8964,rechazado,emitido
ROZAGBGDNXR,91,265,YYBC56840050258758,KJKH26791513469104,595.75,1652236626.83191,1657507026.831918,826-07-8964,aprobado,depositado
LJHFGBDIVQR,91,265,YYBC56840050258758,ROYW26745268149582,239.95,1651286226.832185,1658543826.832219,826-07-8964,aprobado,depositado
UUTGGBZEX21,91,265,YYBC56840050258758,DPCK63686366467531,190.55,1652841426.83235,1658111826.832359,826-07-8964,aprobado,depositado
KDNOGBYW4TE,91,265,YYBC56840050258758,JNGR05378811724712,987.67,1653273426.83246,1658111826.832469,826-07-8964,pendiente,emitido
VBULGBX0JUQ,91,265,YYBC56840050258758,SGLI55262284822424,649.69,1652323026.832574,1658457426.832582,826-07-8964,aprobado,depositado
ELBVGBZU9S3,91,265,YYBC56840050258758,ZYKD84148512465273,11.54,1650681426.832686,1657593426.832694,826-07-8964,pendiente,depositado
YFEEGBGZHIQ,91,265,YYBC56840050258758,PBHA57451153318094,89.79,1650681426.832813,1658457426.832821,826-07-8964,aprobado,depositado
ITVUGB19L9L,91,265,YYBC56840050258758,YHIA16517925974507,105.85,1651631826.832926,1657334226.832935,826-07-8964,rechazado,emitido
WVINGBLYF17,91,265,HJHX77439144082929,UATG03242499960114,925.12,1652323026.833106,1657334226.833117,826-07-8964,rechazado,depositado
XXBOGBHHH4M,91,265,HJHX77439144082929,LZLA81477279057279,701.32,1652582226.833393,1658889426.833403,826-07-8964,pendiente,depositado
ECQEGBKDEOM,91,265,HJHX77439144082929,VLRI71123732004510,253.88,1651891026.833585,1658025426.833594,826-07-8964,rechazado,depositado
OFAIGBN5XUY,91,265,HJHX77439144082929,ONJJ94741874542006,748.39,1651891026.833767,1657593426.833775,826-07-8964,pendiente,depositado
BIROGB5ON83,91,265,HJHX77439144082929,OABF79726667921424,980.46,1651286226.833942,1657593426.83395,826-07-8964,aprobado,emitido
BAEZGBGY4R7,91,265,HJHX77439144082929,KWBQ43473644666286,677.17,1651718226.834108,1657939026.834116,826-07-8964,aprobado,emitido
IFKOGBXG3XK,91,265,HJHX77439144082929,YPDV06506987181393,514.01,1652323026.834288,1658716626.834297,826-07-8964,pendiente,emitido
QEKOGBPYT9O,91,265,HJHX77439144082929,JHNN26938790910527,723.38,1653446226.834452,1658630226.834461,826-07-8964,rechazado,emitido
BWNTGB051LC,91,265,HJHX77439144082929,DXWC44358596164969,624.97,1653446226.834625,1658975826.834633,826-07-8964,pendiente,emitido
KVYWGBO59PJ,91,265,HJHX77439144082929,ZUMB00969238419350,922.53,1651459026.834832,1658457426.83486,826-07-8964,aprobado,depositado
HMYPGBDCAQ0,91,265,WVXX96054474894504,WWYR12926474596840,77.34,1653532626.835047,1657420626.835058,826-07-8964,aprobado,depositado
AJWHGBT5BRT,81,49,EIEZ44457950228537,ZMXZ73635387692807,669.23,1652063826.836067,1658630226.836077,247-15-3854,aprobado,depositado
TSGQGBHQIRJ,81,49,EIEZ44457950228537,LXRS26121545849087,219.07,1651891026.836176,1657852626.836184,247-15-3854,rechazado,depositado
MKOJGBSBQJR,81,49,EIEZ44457950228537,IPVH99718387158145,729.07,1651718226.836311,1658889426.83632,247-15-3854,pendiente,emitido
BQXTGBPCT4X,81,49,EIEZ44457950228537,VBXA78585279629105,975.96,1652668626.836424,1657852626.836433,247-15-3854,pendiente,emitido
XGGYGBI1JZY,81,49,EIEZ44457950228537,CFDI33898605887425,242.04,1650508626.836536,1658543826.836544,247-15-3854,pendiente,emitido
UDWOGB7OOZB,81,49,EIEZ44457950228537,GNGW78504594997699,4.34,1653187026.836657,1658371026.836665,247-15-3854,rechazado,emitido
HHDOGBKGFKC,81,49,EIEZ44457950228537,MDMD12637497541653,874.75,1652927826.836774,1657247826.836781,247-15-3854,aprobado,depositado
PNTHGB099U1,81,49,EIEZ44457950228537,PUJU87839389142151,846.86,1650767826.836904,1658975826.836912,247-15-3854,pendiente,emitido
GNAVGB0PXJ6,81,49,EIEZ44457950228537,QIZP41416147794359,563.58,1653619026.837019,1658198226.837027,247-15-3854,rechazado,depositado
BZKZGB1BIYZ,81,49,EIEZ44457950228537,CLDP79625392632119,455.26,1651631826.837142,1657939026.83715,247-15-3854,pendiente,emitido
SVXPGB4WWTI,81,49,EIEZ44457950228537,FZLA87101051829836,619.09,1650854226.837264,1658284626.837273,247-15-3854,rechazado,depositado
IRSVGBDB371,81,49,EIEZ44457950228537,MAAD72521862681202,658.82,1652150226.837383,1657247826.837391,247-15-3854,rechazado,emitido
KZXMGBG47TZ,81,49,EIEZ44457950228537,EZGQ42452191743472,971.63,1653273426.837499,1657766226.837507,247-15-3854,aprobado,depositado
SUBHGBKZ3IE,81,49,EIEZ44457950228537,VSXP70117671358777,374.86,1652409426.837627,1658025426.837635,247-15-3854,rechazado,emitido
XNWXGBRIRO6,81,49,EIEZ44457950228537,EXDF21190584921354,98.88,1652841426.837745,1658284626.837753,247-15-3854,rechazado,emitido
EFLQGBC1QJ2,81,49,EIEZ44457950228537,DTZU15684713298308,85.61,1650335826.837868,1657939026.837876,247-15-3854,aprobado,emitido
TENMGBFLUA7,81,49,EIEZ44457950228537,IZMH39768963725034,637.63,1651113426.837984,1658803026.837992,247-15-3854,pendiente,emitido
OHLXGBWWY0B,81,49,EIEZ44457950228537,HRYK06172303782397,106.62,1652063826.8381,1657334226.838108,247-15-3854,aprobado,emitido
OPRLGB7YLCK,81,49,EIEZ44457950228537,IGVL29769529749305,632.41,1652323026.838225,1658457426.838233,247-15-3854,rechazado,emitido
DHVFGBS14ZE,81,49,EIEZ44457950228537,ETJQ62230565747530,963.46,1653791826.838343,1657939026.838351,247-15-3854,aprobado,emitido
JKHCGBWVETJ,49,297,XHHB28425699190144,YRLD90258850333642,879.08,1652323026.839287,1658198226.839296,014-48-9103,pendiente,emitido
RUUNGB2L0K3,49,297,XHHB28425699190144,YRPN30933642142416,270.35,1652409426.839405,1658111826.839413,014-48-9103,aprobado,depositado
NVNKGB84ABI,49,297,XHHB28425699190144,LDNJ43882829009413,890.84,1652150226.839509,1657334226.839518,014-48-9103,pendiente,emitido
DYVJGB0A56Z,49,297,XHHB28425699190144,ZHJH43257638304785,329.62,1651804626.839672,1658630226.83968,014-48-9103,aprobado,depositado
VPVFGBHO60G,49,297,XHHB28425699190144,MGNK39572131394195,226.94,1653532626.839811,1658025426.839819,014-48-9103,aprobado,depositado
NIEMGBW36ZH,49,297,XHHB28425699190144,JHJX72912011446010,977.02,1650595026.839925,1657507026.839933,014-48-9103,rechazado,depositado
FFLNGBCUQ16,49,297,XHHB28425699190144,EVCJ92400490095208,976.18,1653187026.840044,1658630226.840052,014-48-9103,pendiente,depositado
SDCUGBTGJXF,49,297,XHHB28425699190144,EYKV23004666521003,577.68,1653532626.84016,1658630226.840168,014-48-9103,pendiente,emitido
BRZKGBNVOMO,49,297,XHHB28425699190144,YOPO26018885714749,809.32,1652927826.840303,1658543826.840312,014-48-9103,rechazado,depositado
SOAAGBBY0MY,49,297,XHHB28425699190144,TVSC82454460927246,795.38,1653273426.840426,1657593426.840434,014-48-9103,aprobado,depositado
NYUBGBHF1W3,49,297,XHHB28425699190144,FXLX01159820159672,127.7,1652236626.840542,1658543826.84055,014-48-9103,aprobado,depositado
KFKYGB6J9A9,49,297,XHHB28425699190144,JQNI40302533551518,27.58,1651631826.840659,1658111826.840667,014-48-9103,aprobado,depositado
NIURGBN2Y3O,49,297,XHHB28425699190144,OKQY46822397554782,883.83,1653014226.840779,1658716626.840787,014-48-9103,aprobado,depositado
HPMIGBNVYTI,49,297,XHHB28425699190144,MHHH56851205224691,350.51,1650767826.840902,1658803026.840911,014-48-9103,pendiente,depositado
FTVSGBIJWRJ,49,297,XHHB28425699190144,KRBR02015075083228,943.76,1650681426.84102,1657247826.84103,014-48-9103,rechazado,emitido
UZDQGB5NIWJ,49,297,XHHB28425699190144,WFIN70940992558697,204.77,1651891026.841138,1657420626.841146,014-48-9103,rechazado,depositado
XQLXGB6R7KG,49,297,XHHB28425699190144,VZOR26157977143626,975.51,1650508626.841263,1658025426.841271,014-48-9103,rechazado,depositado
HGBNGBBIHDR,49,297,XHHB28425699190144,NDLV60196537791061,54.36,1652582226.841381,1657939026.841389,014-48-9103,pendiente,depositado
DIUVGBO80VG,49,297,XHHB28425699190144,UMGQ69202728446705,861.91,1650767826.841498,1657593426.841507,014-48-9103,rechazado,depositado
TEHVGBGWP8J,49,297,XHHB28425699190144,JKXP01016577479906,537.31,1652927826.841617,1657852626.841625,014-48-9103,rechazado,emitido
VPARGBY8ZP5,30,204,KTRJ24712282587746,SURT96280288543076,280.09,1651718226.842488,1657679826.842495,580-55-6167,rechazado,depositado
DIXPGBKVBT3,30,204,KTRJ24712282587746,YUGT57686863295810,379.5,1650767826.842594,1658975826.842601,580-55-6167,aprobado,emitido
BZVPGB7PWB5,30,204,KTRJ24712282587746,WWSR38370102116754,736.28,1650508626.842695,1658371026.842703,580-55-6167,aprobado,depositado
OPXZGB1P9NO,30,204,KTRJ24712282587746,CMIT37334601502642,522.29,1653705426.842854,1657247826.842862,580-55-6167,rechazado,depositado
HORXGB7SMGY,30,204,KTRJ24712282587746,PGSN75690127250996,442.83,1651804626.842974,1657766226.842982,580-55-6167,pendiente,depositado
TABHGBQK7VT,30,204,KTRJ24712282587746,DUIB64023291232598,716.64,1653791826.843088,1657247826.843096,580-55-6167,pendiente,depositado
PUNFGBDS2IC,30,204,KTRJ24712282587746,YZJO95796338442128,95.96,1653014226.843231,1658457426.84324,580-55-6167,aprobado,depositado
ZMIZGBSTYD3,30,204,VJEA91319843939355,LDFG04421440841640,389.46,1652236626.843349,1658630226.843357,580-55-6167,pendiente,emitido
TYLKGBL5EVW,30,204,VJEA91319843939355,DOZV35784196935446,3.59,1651631826.843508,1658716626.843517,580-55-6167,pendiente,emitido
MAGXGBG0YO4,30,204,VJEA91319843939355,JNMP46748256761343,140.23,1650854226.843626,1658543826.843634,580-55-6167,rechazado,depositado
TFKCGB1WI5Q,30,204,VJEA91319843939355,KRVE29571194322149,797.25,1651891026.843743,1658198226.843751,580-55-6167,rechazado,emitido
BYTDGB85BVI,30,204,VJEA91319843939355,XSCK03114066356694,488.11,1651804626.843863,1658803026.843871,580-55-6167,pendiente,emitido
JYPNGBQUZ58,30,204,VJEA91319843939355,VUCC70241411151528,474.43,1652495826.843983,1658803026.843991,580-55-6167,aprobado,emitido
LDRRGBMOIYY,30,204,VJEA91319843939355,ENGH56914510229957,158.95,1653619026.844099,1658371026.844107,580-55-6167,pendiente,emitido
QMQRGBQCBEZ,30,204,VJEA91319843939355,RCFS13223581682224,676.51,1651891026.844226,1658716626.844234,580-55-6167,pendiente,depositado
TPRVGBUX9IN,30,204,VJEA91319843939355,LZRG73249050842172,995.05,1651891026.844345,1658025426.844353,580-55-6167,rechazado,depositado
YAPQGB89AW6,30,204,REDF34268647259465,LJBO58992825077805,50.49,1651372626.844688,1657334226.844699,580-55-6167,rechazado,emitido
RHHJGBN6I7M,30,204,REDF34268647259465,AHYM33398776375465,919.26,1650335826.844881,1657939026.84489,580-55-6167,pendiente,emitido
XDYNGB54EKS,30,204,REDF34268647259465,ARSX85613347039653,444.88,1652927826.845004,1658198226.845013,580-55-6167,pendiente,depositado
IJQWGB3L1VE,30,204,REDF34268647259465,LLDL50623362930696,850.43,1650681426.845125,1657852626.845152,580-55-6167,aprobado,emitido
LILVGBN3KMU,95,286,WXYE67822704084157,TLYE67356728088538,577.59,1652582226.846112,1657247826.846121,733-18-7098,aprobado,depositado
JANAGBX9S6B,95,286,VHXM92033388887605,LUNG93007009951469,434.22,1652150226.846529,1657939026.846546,733-18-7098,pendiente,depositado
BIRPGBMLR21,95,286,VHXM92033388887605,SUMM12438660957755,843.52,1651718226.846727,1657766226.846737,733-18-7098,aprobado,emitido
DWFEGBG5WHP,95,286,VHXM92033388887605,ZUEK52680309819174,222.15,1653705426.846852,1657507026.846861,733-18-7098,rechazado,emitido
SXQIGBD8SSG,95,286,VHXM92033388887605,FRGV02868556663075,158.68,1650940626.847018,1657507026.847029,733-18-7098,pendiente,depositado
GUXQGBGMJJI,95,286,VHXM92033388887605,MDEX58045610929994,193.12,1650767826.84729,1657507026.847309,733-18-7098,aprobado,emitido
LXVSGB7E44G,95,286,RBIM95852485829851,ABLQ74095174425369,582.09,1651977426.847512,1658284626.847521,733-18-7098,pendiente,depositado
NTVNGBT5KPZ,95,286,RBIM95852485829851,SSRX88822841279437,672.63,1652409426.847672,1658111826.84768,733-18-7098,pendiente,depositado
TLEWGB8V84W,95,286,RBIM95852485829851,UFJO58735004983396,168.18,1652755026.847775,1657593426.847784,733-18-7098,pendiente,emitido
TTCKGBLD5H9,95,286,RBIM95852485829851,UQBV09594309539486,802.82,1651891026.84789,1657507026.847898,733-18-7098,pendiente,emitido
KUTXGB8WX15,95,286,RBIM95852485829851,BUDO75900706560421,462.64,1651891026.848032,1657507026.84804,733-18-7098,rechazado,depositado
QCTCGB9LZIA,95,286,RBIM95852485829851,YBPO22604272311440,212.17,1653532626.848152,1658543826.84816,733-18-7098,rechazado,depositado
DHPRGB9HIRH,95,286,RBIM95852485829851,DQAM23959256991525,427.49,1652841426.848301,1657420626.848309,733-18-7098,aprobado,depositado
XUNGGBFN2LC,95,286,OLPF68055734008308,FNIZ52114728499799,39.44,1650595026.848419,1658457426.848434,733-18-7098,aprobado,emitido
XWPSGBPCF22,95,286,OLPF68055734008308,SDUT36032932627106,364.72,1650854226.848586,1658889426.848594,733-18-7098,pendiente,depositado
IMNUGB7S549,95,286,OLPF68055734008308,CXRE56269498351858,321.72,1653791826.8487,1657507026.848708,733-18-7098,rechazado,depositado
TUGYGB6TNXW,95,286,OLPF68055734008308,DDMP03417790860225,589.95,1650335826.848816,1657420626.848824,733-18-7098,rechazado,emitido
BQKLGBDVRH5,95,286,OLPF68055734008308,JTKR84533224904010,923.82,1650767826.848933,1658975826.848941,733-18-7098,pendiente,emitido
RCQLGBXH9QA,95,286,WAAG40848038555902,RRBG87659403274858,706.62,1651027026.84905,1657593426.849058,733-18-7098,pendiente,emitido
ASYIGB5ZSRB,95,286,WAAG40848038555902,SQLD60995037033023,181.12,1651459026.849228,1658457426.849236,733-18-7098,rechazado,emitido
QHMTGB2TQUU,59,165,RKGR42720864085651,TKRT09813539398180,233.89,1651977426.850097,1657247826.850105,590-49-4982,pendiente,depositado
UWLSGBR3G24,59,165,RKGR42720864085651,EIBR20470745478701,132.62,1652409426.850219,1657679826.850226,590-49-4982,aprobado,emitido
WQMGGBUGYPJ,59,165,RKGR42720864085651,MULH77277510322871,741.3,1651977426.850331,1657247826.85034,590-49-4982,pendiente,depositado
LKBQGBGRH9O,59,165,PWEQ08920069522102,LIPB54438835649773,807.77,1651113426.85045,1658630226.850459,590-49-4982,aprobado,depositado
TBWBGBGBO47,59,165,PWEQ08920069522102,IETR29971145245969,653.87,1653273426.850599,1658803026.850607,590-49-4982,rechazado,depositado
UMHEGBY817Z,59,165,PWEQ08920069522102,PVDN56713542737812,710.16,1651545426.850722,1658975826.850731,590-49-4982,aprobado,depositado
ISMHGBVF5O8,59,165,PWEQ08920069522102,EBPM92871926751993,434.83,1653619026.850921,1658803026.85093,590-49-4982,rechazado,depositado
DJDSGB6P3VN,59,165,PWEQ08920069522102,OKJF26437629928118,362.77,1651459026.851077,1658716626.851086,590-49-4982,aprobado,depositado
JPOLGBJKZIZ,59,165,PWEQ08920069522102,YCXF37090038415348,818.44,1650767826.85127,1658889426.85128,590-49-4982,aprobado,depositado
HHNAGBNY6MX,59,165,PWEQ08920069522102,SAJG58885947487777,89.69,1652495826.851409,1657334226.851417,590-49-4982,pendiente,depositado
SDOEGBUMUMX,59,165,PWEQ08920069522102,YGFI00726632422938,585.42,1651027026.851533,1658975826.851541,590-49-4982,aprobado,depositado
EZTMGBBK18R,59,165,PWEQ08920069522102,GWXQ53587537687419,507.75,1650422226.85165,1657507026.851658,590-49-4982,aprobado,emitido
PXZNGB6WZQJ,59,165,PWEQ08920069522102,FRFF92987148663638,826.72,1650854226.851767,1657852626.851775,590-49-4982,aprobado,depositado
WWEHGB9VFPU,59,165,PWEQ08920069522102,PMDQ33513158556754,637.7,1651977426.851882,1658630226.85189,590-49-4982,pendiente,emitido
XUBJGBDYNKU,59,165,PWEQ08920069522102,GQSZ33715818941577,940.18,1651977426.852004,1658975826.852012,590-49-4982,pendiente,emitido
NUTWGBSE299,59,165,PWEQ08920069522102,DTWJ68834219615792,780.95,1652063826.852127,1657852626.852135,590-49-4982,aprobado,emitido
ERCNGBBDJF4,59,165,PWEQ08920069522102,QMQK25511327511678,184.56,1652063826.852293,1658198226.852302,590-49-4982,pendiente,depositado
KZZAGBOSIM9,59,165,TBAN89622899697919,LCNT83908665986747,831.0,1650940626.852412,1657852626.852421,590-49-4982,pendiente,depositado
ZOIJGBTJZ15,59,165,TBAN89622899697919,VEQM49142044605463,41.48,1653791826.85258,1657507026.852588,590-49-4982,pendiente,emitido
RKQOGBH4M6I,59,165,TBAN89622899697919,SIVA67534655135284,820.02,1651286226.8527,1658543826.852708,590-49-4982,pendiente,depositado
ALOJGBTTV65,70,139,JZMO07571783847221,MBUP97714816434176,259.43,1651459026.853893,1657334226.853907,792-76-5633,pendiente,depositado
EPIQGBN202A,70,139,JZMO07571783847221,XSZQ16398651380713,149.98,1653100626.854052,1657679826.854061,792-76-5633,pendiente,depositado
HYXIGBS6UTS,70,139,JZMO07571783847221,IVTW26420281673299,155.47,1653014226.854178,1657507026.854199,792-76-5633,rechazado,depositado
NDJHGB26K3T,70,139,JZMO07571783847221,YTYI85699237929375,100.5,1652323026.854303,1658371026.854315,792-76-5633,rechazado,depositado
LWOWGB5NBDY,70,139,JZMO07571783847221,WQMV23741818243740,54.94,1653532626.854419,1658371026.854428,792-76-5633,rechazado,depositado
HAINGB7MYD9,70,139,JZMO07571783847221,LLXD90610101210797,441.79,1653273426.854544,1657247826.854552,792-76-5633,aprobado,emitido
MSLKGBO10B8,70,139,JZMO07571783847221,WMEL60172269060528,341.27,1650508626.854678,1657593426.854687,792-76-5633,aprobado,depositado
GMKRGB6V49Q,70,139,JZMO07571783847221,UYXK07567492478156,571.3,1651891026.854809,1658630226.854817,792-76-5633,rechazado,depositado
OFMOGBIGMK5,70,139,JZMO07571783847221,VEFL04109783122120,358.05,1651372626.854929,1658284626.854937,792-76-5633,pendiente,emitido
QZETGBS6XAI,70,139,JZMO07571783847221,HGNM29324888831233,584.51,1653359826.855049,1658457426.855058,792-76-5633,pendiente,depositado
XMJNGBVJ0VI,70,139,JZMO07571783847221,JBDY28743839826178,302.06,1652755026.85517,1657593426.855178,792-76-5633,aprobado,emitido
GKTFGBSK808,70,139,JZMO07571783847221,LYQF06571876502610,455.45,1653100626.855295,1658975826.855304,792-76-5633,rechazado,depositado
BLDXGBYIG99,70,139,JZMO07571783847221,TNGQ30144553287816,892.42,1651286226.855419,1658716626.855428,792-76-5633,aprobado,emitido
BACWGBEWG8X,70,139,JZMO07571783847221,DOCK60052693063195,771.57,1651372626.855545,1658630226.855553,792-76-5633,aprobado,emitido
